Артикул	Бренд	Наименование	Тип изделия	ОПТОВАЯ ЦЕНА руб.	РОЗНИЧНАЯ ЦЕНА руб.	Коллекция	Ширина основного изделия .мм	Высота основного изделия .мм	Глубина основного изднлия .мм	Высота тумбы  без раковины, мм	Ширина тумбы  без раковины, мм	Глубина тумбы  без раковины и ручек, мм	Материал корпуса	Покрытие корпуса	Материал фасада	Покрытие фасада	Цвет	Материал раковины	Материал столешницы	Подсветка	Тип лампы	Мощность лампы	Наличие бельевой корзины	Фурнитура	Петли	Доводчики	Направляющие 	Push-to-open	Система хранения	Способ монтажа	Что внутри упаковки	Ширина упаковки, м	Высота упаковки, м	Глубина упаковки, м	Объём, м. куб.	Вес брутто (коробка №1), кг 	Штрихкод	Что внутри упаковки (Коробка №2)	Ширина упаковки (коробка №2), м	Высота упаковки (коробка №2), м	Глубина упаковки  (коробка №2), м	Вес брутто (коробка №2), кг	Объём (коробка №2), м. куб	Штрихкод груз. Места  (коробка №2)	Что внутри упаковки (Коробка №3)	Ширина упаковки (коробка№3), м	Высота упаковки (коробка№3), м	Глубина упаковки (коробка№3), м	Вес брутто грузового места (коробка№3), кг	Объём (коробка №3), м. куб	Штрихкод груз. места	Общий вес ,кг	Общий Объём , м. куб	Количество коробок	Страна происхождения	Гарантия	Дополнительное описание	Инструкция	Схема подключения	Ссылка на фотографии	Схема	Видеоролик	Доп. Фотография 0	Доп. Фотография 1	Доп. Фотография 2	Доп. Фотография 3	Доп. Фотография 4	Доп. Фотография 5	Доп. Фотография 6	Доп. Фотография 7	Доп. Фотография 8	Доп. Фотография 9	Доп. Фотография 10	Доп. Фотография 11	Доп. Фотография 12	Доп. Фотография 13	Доп. Фотография 14
00-00012790	Comforty 	Тумба-умывальник Comforty Прага-75 дуб белый с серой столешницей с раковиной T-Y9378	Тумбы-умывальники	24000	33500	Прага	755	625	520				ВЛДСП	матовое	ВЛДСП	матовое	Дуб белый	Санфарфор	Керамогранит				Нет						2 выкатных ящика+1 ниша	Подвесной	Тумба	800	550	580	0,255	30		Раковина	520	430	160	11,52				1020	70	710	26,8	0,051		68,32		3	Россия	2 года	Тумба-умывальник в современном стиле с двумя выкатными ящиками и пространством для открытого хранения. Ящики оснащены направляющими с системой с плавного закрывания. Тумба укомплектована столешницей и плинтусом из керамогранита серого цвета и накладной прямоугольной раковиной.   Название: Тумба-умывальник Цвет: Дуб белый Габариты (ШхВхГ): 755*625*520 мм Комплектация: раковина Comforty T-Y9378  Тумба подготовлена для подключения водоснабжения снизу.	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf	http://www.domotex.ru/files/Schema_montazha_Praga_75_2020_4.pdf	https://disk.yandex.ru/d/GHZqXv9306ByaQ	http://www.domotex.ru/upload/iblock/4a1/wutbds81efq5v240qjrke1vyqvcd0ayq.jpg		http://www.domotex.ru/upload/iblock/eff/1ic4z473ilcs1mz8taz2rel583xgbfaa/00_00012790.jpg	http://www.domotex.ru/upload/iblock/e91/n4jsjd0ub2ijq4krgeqgniagq0v1uscp/00_00012790.jpg	http://www.domotex.ru/upload/iblock/e46/ye68ikwajnu2oul8nikoiejhlwxytszq.jpg	http://www.domotex.ru/upload/iblock/86b/7vi2wh0a7dlgabyitjui64a7f8un3sv1.jpg	http://www.domotex.ru/upload/iblock/6e2/0ocp3pp6dpi62k0qoyvmm4y6meeuwucc/100764301673846309.jpg	http://www.domotex.ru/upload/iblock/f6d/8qeutz4xqz5yvj8rj0hhf1u3p41tunaa/31948241673846326.jpg	http://www.domotex.ru/upload/iblock/c5a/yxv89q7rkvmqhk9bt12o3i2q9te569t9/143303581673846343.jpg	http://www.domotex.ru/upload/iblock/112/ndz8mb4vrsmax11zahfw6veup3v784zj/67797321673846367.jpg							
00-00005257	Comforty 	Зеркало Comforty Виола-60 светодиодная лента, бесконтактный сенсор 600*750	Зеркала	5600	7800	Виола	600	750	30											Да	светодиодный	14,5Вт*2								Подвесной	Зеркало	630	790	80	0,04	7	4630100144913															7		1	Россия	2 года	Зеркало Виола 60 оснащено встроенным светодиодным светильником и бесконтактным сенсором включения подсветки. Изготовлено из зеркального полотна толщиной 4 мм производства ведущего европейского производителя зеркал AGC.   Название: Зеркало Габариты (ШхВхГ): 600*750*30 мм Температура подсветки: 6000К холодная  Зеркало поставляется в комплекте с настенным крепежом.	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf		https://disk.yandex.ru/d/G-hxklsx6Ue9Iw	http://www.domotex.ru/upload/iblock/3fe/v5geqefjpcaiwluj0ytzco0l7633lz1x.jpg		http://www.domotex.ru/upload/iblock/593/zm7v3wivk82c22ayen92wmdgqz3hun13/143617581674807233.jpg	http://www.domotex.ru/upload/iblock/3a6/902scqifjrao4qdysriwkrtyb0004w0j/J00_00005257.jpg	http://www.domotex.ru/upload/iblock/593/zm7v3wivk82c22ayen92wmdgqz3hun13/143617581674807233.jpg												
00-00005258	Comforty 	Зеркало Comforty Квадрат-75 светодиодная лента, бесконтактный сенсор 750*750	Зеркала	6800	9400	Квадрат	750	750	40											Да	светодиодный	14,5Вт*2								Подвесной	Зеркало	820	820	50	0,034	9,1	4630100144968															9,1		1	Россия	2 года	Зеркало оснащено встроенным светодиодным светильником размещенным по периметру и сенсорной кнопкой включения подсветки. Изготовлено из зеркального полотна толщиной 4 мм производства ведущего европейского производителя зеркал AGC. Название: Зеркало Габариты (ШхВхГ): 750*750*40 мм Температура подсветки: 6000К холодная Зеркало поставляется в комплекте с настенным крепежом.	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf		https://disk.yandex.ru/d/0V-OhBY2JB__AA 	http://www.domotex.ru/upload/iblock/7a8/gldm07vgkjjuaxa8f6oxyi805uqkinje.jpg		http://www.domotex.ru/upload/iblock/a2d/a8mcxdetan1pygkyogke1fny92ryhqsh/144953341674808165.jpg	http://www.domotex.ru/upload/iblock/432/5xuaynb5ogr059w5mt4x1mo5h0b0567r/144953341674808165.jpg													
00-00005259	Comforty 	Зеркало Comforty Колеус-65 светодиодная подсветка, бесконтактный сенсор 800*650	Зеркала	7600	10600	Колеус	650	800	30											Да	светодиодный	14,5Вт*2								Подвесной	Зеркало	720	860	50	0,031	6,95	4630100144982															6,95		1	Россия	2 года	Зеркало оснащено встроенным светодиодным светильником размещенным по окружности и сенсором бесконтактного включения подсветки. Высококачественное зеркальное полотно с амальгамой на основе серебра. Изготовлено из зеркального полотна толщиной 4 мм производства ведущего европейского производителя зеркал AGC.  Название: Зеркало Габариты (ШхВхГ): 650*800*30 мм Температура подсветки: 6000К холодная  Октогональное зеркало для ванной комнаты с проводом длиной 1,3 м и вилкой подключения в сеть 220 В   Зеркало поставляется в комплекте с настенным крепежом.			https://disk.yandex.ru/d/cbAxbRKqMt5-XQ	http://www.domotex.ru/upload/iblock/0b4/4c70lu2xlbnxydqexo3jkg0ux3sj9lkc/64330391674817464.jpg		http://www.domotex.ru/upload/iblock/9e0/tc2xsltzn0kx2l1ppndtvp1pqzoy8lu0/127004481674817442.jpg	http://www.domotex.ru/upload/iblock/512/p9ayyetinz2452hdhtxi8bmboo1rpg9w/C00_00005259.jpg													
00-00005260	Comforty 	Зеркало Comforty Космея-50 светодиодная лента, бесконтактный сенсор 500*800	Зеркала	6800	9400	Космея	500	800	30											Да	светодиодный	14,5Вт*2								Подвесной	Зеркало	650	850	40	0,022	4,9	4630100144999															4,9		1	Россия	2 года	Зеркало оснащено встроенным светодиодным светильником размещенным по периметру и бесконтактным сенсором включения подсветки. Изготовлено из зеркального полотна толщиной 4 мм производства ведущего европейского производителя зеркал AGC.  Название: Зеркало Габариты (ШхВхГ): 500*800*30 мм  Температура подсветки: 6000К холодная  Овальное зеркало для ванной комнаты с проводом длиной 1,3 м и вилкой подключения в сеть 220 В  Зеркало поставляется в комплекте с настенным крепежом.			https://disk.yandex.ru/d/zadcO_MfsOKTnw	http://www.domotex.ru/upload/iblock/e1a/kpf95qwk163g0rfznjjyxga4do0ry00q.jpg		http://www.domotex.ru/upload/iblock/206/beucrwg5jmw7lwrttcck4oonh82q2bbh/165008261674810375.jpg	http://www.domotex.ru/upload/iblock/298/4otpw6kq5txgymudr2fitd5w459x3ro7/165008261674810375.jpg													
00-00005261	Comforty 	Зеркало Comforty Круг-60 светодиодная лента, бесконтактный сенсор	Зеркала	6000	8300	Круг	600	600	40											Да	светодиодный	14,5Вт*2								Подвесной	Зеркало	670	670	50	0,022	5	4630100145002															5		1	Россия	2 года	Зеркало оснащено встроенным светодиодным светильником размещенным по окружности и сенсором бесконтактного включения подсветки. Высококачественное зеркальное полотно с амальгамой на основе серебра. Изготовлено из зеркального полотна толщиной 4 мм производства ведущего европейского производителя зеркал AGC.  Название: Зеркало Габариты (ШхВхГ): 600*600*40 мм  Температура подсветки: 6000К холодная  Зеркало поставляется в комплекте с настенным крепежом.			https://disk.yandex.ru/d/LijJj840LObMiA	http://www.domotex.ru/upload/iblock/860/s6kq8glhfxdmmcmhjtdyn7o2bfgut7rb.jpg		http://www.domotex.ru/upload/iblock/ab5/d2xicn5ufb8z3jxz1lcvevou2x8wk5zl/80114691674811455.jpg	http://www.domotex.ru/upload/iblock/df8/ol2cn31uipihokk19rull88r6j1fypr2/80114691674811455.jpg													
00-00012704	Comforty 	Зеркало Comforty Пион 60 светодиодная подсветка, бесконтактный сенсор 600*800	Зеркала	7500	10400	Пион	600	800	30											Да	светодиодный	14,5Вт*2								Подвесной	Зеркало	650	850	40	0,022	7	4630100144685															7		1	Россия	2 года	Зеркало оснащено встроенным светодиодным светильником размещенным по окружности и сенсором бесконтактного включения подсветки.   Изготовлено из зеркального полотна толщиной 4 мм производства ведущего европейского производителя зеркал AGC.  Название: Зеркало Габариты (ШхВхГ): 600*800*30 мм  Температура подсветки: 6000К холодная  Зеркало для ванной комнаты закругленными углами, с проводом длиной 1,3 м и вилкой подключения в сеть 220 В 			https://disk.yandex.ru/d/gmLxd-7PHgoTQg	http://www.domotex.ru/upload/iblock/530/h5upaqjpqommdzmrvkqjhzb6ng9kzs8p/16714841674818777.jpg		http://www.domotex.ru/upload/iblock/288/4x7kkt7ps49tjga3cgocb64fsybz4q0x/22505051674818777.jpg	http://www.domotex.ru/upload/iblock/e58/0dew4zaxnegmjcat7ue6v004ozlsym41/22505051674818777.jpg													
00-00012959	Comforty 	Тумба-умывальник Comforty Осло-80Н бетон светлый с раковиной Fest 80 F01	Тумбы-умывальники	22800	31800	Осло	800	0	450				ВЛДСП	матовое	ВЛДСП	матовое	Бетон светлый	Санфарфор					Нет						1 створка + 2 выкатных ящика	Напольный	Тумба							Раковина	820	480	250	27	0,098									0		2	Россия	2 года	Современная тумба-умывальник с большим выбором пространств для хранения принадлежностей для умывания и бытовой химии. Тумба с одной створкой и двумя ящиками. Створка оснащена петлями с плавным закрыванием. Фасады и корпус из влагостойкого ЛДСП цвета бетон светлый. Тумба подготовлена для подключения водоснабжения снизу.   Название: Тумба-умывальник Цвет: бетон светлый  Габариты (ШхВхГ): 800*850*450 мм Комплектация: керамическая раковина Fest 80	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf		https://disk.yandex.ru/d/kAowIMnCN7pUmA	http://www.domotex.ru/upload/iblock/6d3/xe52hfnqwmr7qms0cqlvhyyk682790px/79323601674651003.jpg		http://www.domotex.ru/upload/iblock/766/eilj3keab9fox6s0mwd5rrt8vwh4idfq/00_00012959.jpg	http://www.domotex.ru/upload/iblock/0e2/gxtf7fjq57luq3jna7hlr5pikav2wu0f/00_00012959.jpg	http://www.domotex.ru/upload/iblock/ad9/39eyzvvql94lscwonu3mimlsvgl18xba/82673241674708479.jpg	http://www.domotex.ru/upload/iblock/82d/fgmlugjiaqrkqu3yjgd4at2u4xcieo1r.jpg	http://www.domotex.ru/upload/iblock/1a6/tt0fi4zza2v68lcya980rcw1v04p3ci9/60077351674708528.jpg	http://www.domotex.ru/upload/iblock/953/u39qo5qj4vg18v4hmnifzp37d2s1fidk/75931291674708552.jpg	http://www.domotex.ru/upload/iblock/84f/vto0sjk48eylcfxftd3v2d6jxj4etevd/122158021674708575.jpg	http://www.domotex.ru/upload/iblock/2e1/nitif9fc1lnq1uu7fpg09ruv962jwbwh/120255971674708599.jpg	http://www.domotex.ru/upload/iblock/a13/1702gc9oxj39t0q3lba7bk9r6kh5l4qx/73598361674708621.jpg						
00-00012834	Comforty 	Зеркало Comforty Асти-40 белый глянец	Зеркала	2800	3900	Асти	390	710	20								Белый			Нет										Подвесной	Зеркало	470	800	70	0,026	7,9	4630100145057															7,9		1	Россия	2 года	Высококачественное зеркальное полотно с амальгамой на основе серебра. Зеркальное полотно смонтировано на рамку из ВЛДСП.  Зеркало подготовлено для подвешивания как в вертикальном, так и в горизонтальном положении. Название: Зеркало  Цвет: белый  Габариты (ШхВхГ): 390*710*20 мм			https://disk.yandex.ru/d/yyY2iPYHuhzVDg	http://www.domotex.ru/upload/iblock/805/tz39mj5lis3rkyg05t9bihdn0ijxqt05/128512301678343591.jpg		http://www.domotex.ru/upload/iblock/039/y9u9te9a1ttene4it4noo5istxhatktp/00_00013528.jpg	http://www.domotex.ru/upload/iblock/9ae/dm2f4ect70p4be2hx5wn160mk3jroxw6/00_00013528.jpg													
00-00012835	Comforty 	Тумба-умывальник Comforty Асти-40 белый глянец с раковиной Comforty 9048EY	Тумбы-умывальники	10400	14500	Асти	410	700	220				ВЛДСП	глянцевое	МДФ	глянцевое	Белый	Санфарфор					Нет	Хром					1 створка	Подвесной	Тумба	440	670	270	0,08	9,8		Раковина	430	120	240	7,1	0,0124									16,9		2	Россия	2 года	Компактная подвесная тумба-умывальник Comforty Асти для небольших санузлов. Фасад и корпус тумбы изготовлены из влагостойкого ДСП. В комплекте асимметричная раковина с отверстием под смеситель сбоку. Раковина может быть установлена как в правом, так и в левом варианте.  Тумба подготовлена для подключения водоснабжения снизу.  Название: Тумба-умывальник Артикул: 00-00012835CF Варианты цвета: белый Материал: влагостойкое ЛДСП Габариты (ШхВхГ): 410*700*220 мм Комплектация: керамическая раковина Comforty 9048EY	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf	http://www.domotex.ru/files/Schema-montazha-Asti40_3.pdf	https://disk.yandex.ru/d/imP4SWpJAtzQ7w	http://www.domotex.ru/upload/iblock/bad/i59k95p34w723ellbyv6seaty8mpxodo/59834971678343480.jpg		http://www.domotex.ru/upload/iblock/4e9/0qaiip3tmcqyjn1p0cc4v7oi5th9jpa1/00_00012835.jpg	http://www.domotex.ru/upload/iblock/f05/yk7qlk056zisfblvsnibn1ii3xcuotsu/00_00012835.jpg	http://www.domotex.ru/upload/iblock/fd5/jlkpkojwr6unq01zittbhw0hdutz406a/156369091675063602.jpg	http://www.domotex.ru/upload/iblock/3ab/eixtvdbu42v8ssgrigooafvifuynmrx0/5858801675067667.jpg	http://www.domotex.ru/upload/iblock/0bb/bh2phisqh0682guagbkx3zy2g5s9frf9/167458791675067692.jpg	http://www.domotex.ru/upload/iblock/b30/ha566y3s8aaf8xekdxm4285y0kti6cy9/71386891675067710.jpg	http://www.domotex.ru/upload/iblock/fd1/pz1yheo5tm0q6gklbk1vb3c1jm6oedya/131907321675067730.jpg	http://www.domotex.ru/upload/iblock/a13/ik98g8e2hzhrxssizslsg68jlsickj8j/148443371675067758.jpg							
00-00012269	Comforty 	Зеркало Comforty Марсель-75 белое матовое с подсветкой	Зеркала	13500	18900	Марсель	750	800	25				МДФ	матовое			Белый			Да	галогеновая	2-Вт*2								Подвесной	Зеркало	790	840	70	0.046	11.45	4630100145262															11,45		1	Россия	2 года	Название: Зеркало Варианты цвета: белый матовый Материал рамы: МДФ  Габариты (ШхВхГ): 750*800*25 мм  Зеркальное высококачественное полотно с амальгамой на основе серебра. Основа зеркала из МДФ фрезерована геометрическим узором с имитацией волны и окрашена белой матовой эмалью.  Зеркало оборудовано светодиодной подсветкой с включением/выключением бесконтактным сенсором.	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf		https://disk.yandex.ru/d/mi033vVn9_KyTA	http://www.domotex.ru/upload/iblock/5b5/ug708397a8zuzeaelblwqj8o47uyo9u1/96496681675241005.jpg		http://www.domotex.ru/upload/iblock/865/wknb7gpoqax8u4qbdwjrd2ohwk0ksnr8/00_00012269.jpg	http://www.domotex.ru/upload/iblock/9b1/3nkebjb1w8a2k27ojnnfao2k5vsjzphn/00_00012269.jpg	http://www.domotex.ru/upload/iblock/ac7/3yai9e51stq9fz9lzfu2vedcbw0dx6em.jpg	http://www.domotex.ru/upload/iblock/941/w2ojt5hyp22uifiasgs2aawwma3jfvz0.jpg											
00-00012270	Comforty 	Тумба-умывальник Comforty Марсель-75 белая матовая со столешницей под черный мрамор c раковиной Comforty 9110	Тумбы-умывальники	25500	35600	Марсель	750	530	500				МДФ	матовое	МДФ	матовое	Белый	Санфарфор	Керамогранит				Нет						1 выкатной ящик	Подвесной	Тумба	795	470	550	0.205	25.4		Раковина	420	150	420	8,7	0,026		Столешница	1030	70	710	26,8	0,051		60,9		3	Россия	2 года	Название: Тумба-умывальник Габариты (ШхВхГ): 750*530*500 мм Цвет корпуса и фасада: белый матовый Материал корпуса и фасада: МДФ  Подвесная тумба с одним большим выкатным ящиком оборудованным системой плавного закрывания. Корпус тумбы изготовлены из влагостойкого ДСП.   Фасад тумбы из МДФ фрезерован геометрическим узором с имитацией волны и окрашен белой матовой эмалью.   Тумба подготовлена для подключения водоснабжения снизу.  Комплектация: накладная керамическая раковина Comforty 9110	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf	http://www.domotex.ru/files/Schema-montazha-Marsel75.pdf	https://disk.yandex.ru/d/zkSdHWfPEjeqEA	http://www.domotex.ru/upload/iblock/9e9/c2oue7kd9s1n2efnklcuezma9qnp9c0e.jpg	https://www.youtube.com/embed/0giFczPqcy4	http://www.domotex.ru/upload/iblock/7a3/r7xom52dszjifc5i5il3fmmthyxfesal/00_00012270.jpg	http://www.domotex.ru/upload/iblock/038/9xc590bec8ondnvdsxdgqzv06sm231mg/00_00012270.jpg	http://www.domotex.ru/upload/iblock/a13/gepu3w3fxfwrifjern2e8doum8rik525.jpg	http://www.domotex.ru/upload/iblock/915/dtqheznqfgkzjtqn26ssdatodnh0foi4/43209801675240356.jpg	http://www.domotex.ru/upload/iblock/466/l23j65hqm17wbzzfooa2vsu2w0tyc4v6.jpg	http://www.domotex.ru/upload/iblock/6ec/wok7feu1zuln09h9dgoi9z30y3lmh7gl.jpg	http://www.domotex.ru/upload/iblock/2ad/98w19lf7290lmteit0ut60aijtm5iv6l/73318251675253506.jpg	http://www.domotex.ru/upload/iblock/aa6/q8nc1nmq5susuc3yilah0b9eegamewp5.jpg							
00-00012273	Comforty 	Шкаф-колонна Comforty Марсель-40 белая матовая	Шкаф-колонна	17800	24900	Марсель	405	1200	340				МДФ	матовое	МДФ	матовое	Белый						Нет						1 створка +1 ящик	Подвесной	Шкаф	460	1260	395	0.229	37.1	4630100144876															37,1		1	Россия	2 года	Название: Шкаф-колонна Цвет: белый матовый Габариты (ШхВхГ): 405*1200*340 мм  Подвесная шкаф колонна с одной створкой и выдвижным ящиком. Петли створки и направляющие ящика оснащены механизмами плавного закрывания.  Корпус и фасад шкаф-колонны изготовлены из МДФ. Фасад шкафа фрезерован геометрическим узором с имитацией волны и окрашен белой матовой эмалью.   Шкаф-колонна универсальна, створка может быть подвешена в правом и левом варианте.	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf		https://disk.yandex.ru/d/45jsDv1D69aAqw	http://www.domotex.ru/upload/iblock/83f/8gj3n0go0nw3ktfwek4eieybo19k0l5j.jpg		http://www.domotex.ru/upload/iblock/abd/7bra3dyfyf9tbjbv4zzie6ht4bvwm80y/00_00012273.jpg	http://www.domotex.ru/upload/iblock/18a/efw8gd0vqipj0sq75i4f9asvr32whary/00_00012273.jpg	http://www.domotex.ru/upload/iblock/770/sd21246p3k7x1r3uhe2bh52e4z972oly.jpg	http://www.domotex.ru/upload/iblock/990/uc7sjwo4w4yqlcftgczesp3juy1060z6/153121331675313710.jpg	http://www.domotex.ru/upload/iblock/7ca/6km9dnoc1kutemo7za94qyl2olg3myd9.jpg										
00-00013221	Comforty 	Тумба-умывальник Comforty Прага-120 дуб белый с серой столешницей GT005 с раковиной Comforty 78189	Тумбы-умывальники	29400	41100	Прага	1200	625	520				ВЛДСП	матовое	ВЛДСП	матовое	Дуб белый	Санфарфор	Керамогранит				Нет						2 выкатных ящика + 2 ниши	Подвесной	Тумба	1240	540	600	0,402	43,4		Раковина	640	140	400	11	0,036		Столешница	1330	70	710	39,5	0,03		93,9		3	Россия	2 года	Широкая подвесная тумба-умывальник в современном стиле с двумя широкими выкатными ящиками и пространствами для открытого хранения. Ящики оснащены направляющими с системой плавного закрывания. Тумба укомплектована столешницей и плинтусом из керамогранита серого цвета GT005 и накладной прямоугольной раковиной.   Тумба подготовлена для подключения водоснабжения снизу.  Название: Тумба-умывальник Цвет: Дуб белый Габариты (ШхВхГ): 1200*625*520 мм Комплектация: керамическая раковина Comforty 78189	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf	http://www.domotex.ru/files/Schema_montazha_Praga_120_2020_7.pdf	https://disk.yandex.ru/d/iOYmSyC38nqVvg	http://www.domotex.ru/upload/iblock/344/a56tcu7d5n3nqw2emy9naz3e5hlp0p0y.jpg		http://www.domotex.ru/upload/iblock/bea/e99eojwqawtevssq8l48e6ix5ibmbv5z/143318671675921303.jpg	http://www.domotex.ru/upload/iblock/41c/z4f4j6yrgkz49eaa0pzxk4sl7k854voo/143318671675921303.jpg	http://www.domotex.ru/upload/iblock/8ec/3hzsnkyt6qcmvj1c417vh199joranoas.jpg	http://www.domotex.ru/upload/iblock/49e/830tnlu5bvnooo85ih3kmtnbk8f2aof3.jpg	http://www.domotex.ru/upload/iblock/e3c/3lgvf7olbd3sd5uwyx67mrrjknn9lz9k/79109391675921160.jpg	http://www.domotex.ru/upload/iblock/143/m5ol6uldmf55rlt4i5zzm5fpw50mw9ok/82373551675921188.jpg	http://www.domotex.ru/upload/iblock/6ff/90jlhd3ahlaiao463lr3t4wg2krj61d7/60975011675921224.jpg	http://www.domotex.ru/upload/iblock/ad0/7yzpbv17vum3jhuxgd4g2wnr9zu0cu82.jpg	http://www.domotex.ru/upload/iblock/a88/9olr778ghqfvxszyf5zcdwajnk22r1ts/12251681675921248.jpg						
00-00013222	Comforty 	Тумба-умывальник Comforty Прага-120 дуб белый с серой столешницей (GT005) с раковиной Comforty T-Y9378	Тумбы-умывальники	29400	41100	Прага	1200	625	520				ВЛДСП	матовое	ВЛДСП	матовое	Дуб белый	Санфарфор	Керамогранит				Нет						2 выкатных ящика + 2 ниши	Подвесной	Тумба	1240	540	600	0,402	43,44		Раковина	520	430	160	11,52	0,03		Столешница	1330	70	710	39,5	0,03		94,42		3	Россия	2 года	Широкая подвесная тумба-умывальник в современном стиле с двумя широкими выкатными ящиками и пространствами для открытого хранения. Ящики оснащены направляющими с системой плавного закрывания. Тумба укомплектована столешницей и плинтусом из керамогранита серого цвета и накладной прямоугольной раковиной.   Тумба подготовлена для подключения водоснабжения снизу.  Название: Тумба-умывальник Цвет: Дуб белый Габариты (ШхВхГ): 1200*625*520 мм Комплектация: раковина Comforty T-Y9378	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf		https://disk.yandex.ru/d/8bvebWF4in2Qag	http://www.domotex.ru/upload/iblock/81f/r0mxy2cxm1l9z20yo6vwhpmzqxj54l5o.jpg		http://www.domotex.ru/upload/iblock/9d5/3461x76e0z74b2bi7sxwe76boqxfkepi/00_00013222.jpg	http://www.domotex.ru/upload/iblock/14c/3xnvopm3ywig0ir2xpmllaq0xn7hho4y/00_00013222.jpg	http://www.domotex.ru/upload/iblock/ac3/6dx35cfsqvkmmafdudq0fl00e0tqh8sn.jpg	http://www.domotex.ru/upload/iblock/af5/j9ryopbfljwn3had70rwbfkjgo04lsqw.jpg	http://www.domotex.ru/upload/iblock/a57/lze6ekxzl15su6ev7xl9qlvi93pacuw4/160024191675833274.jpg	http://www.domotex.ru/upload/iblock/551/0bq07m39mwplbguv031dzc9vb4pr0we3/126913201675833299.jpg	http://www.domotex.ru/upload/iblock/a7e/mdg3xbbz2judl3a7jvi7bons184tr81t/96889741675833323.jpg	http://www.domotex.ru/upload/iblock/16a/wfiw2zmziz1uaacwzz1mnjbx2rbfd44d/113356231675833344.jpg	http://www.domotex.ru/upload/iblock/d2d/y5qy9yid3x2q1guir1iviizd68oquci9/5348541675833367.jpg						
00-00013520	Comforty 	Тумба-умывальник Comforty Сорренто-90Н светло-серый с черной столешницей c раковиной Comforty 9110	Тумбы-умывальники	34600	48400	Сорренто	905	880	520				МДФ	матовое	МДФ	матовое	Серый	Санфарфор	Керамогранит				Да	черный металл					3 ящика	Напольный	Тумба	940	660	570	0,374	40,2		Раковина	420	150	420	8,7	0,026		Столешница	1030	70	710	33,3	0,051		0		3	Россия	2 года	Название: Тумба-умывальник Артикул: Сорренто 90Н Цвет: Светло-серый  Габариты (ШхВхГ): 905*880*520 мм Комплектация: керамическая раковина Comforty 9110  Современная тумба-умывальник с большим выбором пространств для хранения принадлежностей для умывания и бытовой химии. Тумба с тремя выдвижными ящиками. Все ящики с направляющими плавного закрывания. Внутри ящика с вертикальным фасадом тканевая корзина для белья.  Фасады и корпус тумбы из МДФ окрашены светло-серой эмалью. Тумба укомплектована черной столешницей и пристенным плинтусом из керамогранита, а также круглой керамической раковиной чашей. Тумба подготовлена для подключения водоснабжения снизу. Черные ножки тумбы из массива дерева. Оригинальные ручки-скобы из металла	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf	http://www.domotex.ru/files/Schema-montazha-Sorrento90N_2.pdf	https://disk.yandex.ru/d/68lnKLB4TKhEeQ	http://www.domotex.ru/upload/iblock/d17/1qrex9sq7sjhcw3oop8cyvk9de560m0v.jpg		http://www.domotex.ru/upload/iblock/5e9/x5vp3935rsmagnzi2m1bmqdof6opdnku/00_00000821.jpg	http://www.domotex.ru/upload/iblock/f0c/k1uxbuwd768a44sljvj2thx3umbli2ci/00_00000821.jpg													
00-00013782	Comforty 	Зеркало Comforty Круг-75 LED-подсветка, бесконтактный сенсор 75*75	Зеркала	7400	10300	Круг	750	750	40											Да	светодиодный	14,5Вт*2								Подвесной	Зеркало	820	820	50	0,034	6,6	4630100145019															0		1	Россия	2 года	Название: Зеркало Габариты (ШхВхГ): 750*750*40 мм  Зеркало оснащено встроенным светодиодным светильником размещенным по окружности и бесконтактным сенсором включения подсветки. Высококачественное зеркальное полотно с амальгамой на основе серебра.	https://www.domotex.ru/documents/Manual-Comforty01092022.pdf		https://disk.yandex.ru/d/RV5icndcTlTT0A	http://www.domotex.ru/upload/iblock/067/1y1qxnoftjyvft7e6d3adpt7zso8dinn/80928461681906795.jpg		http://www.domotex.ru/upload/iblock/e21/1ch3e9sfcg07oz151kkbh9rhgwbi02u1/A00_00013782.jpg	http://www.domotex.ru/upload/iblock/fbb/l6ktn5zujr7fzh9b9cx6dicqzf4w5uyl/48418101681906795.jpg													
